instruction;input;output;prediction
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une fonction dérivable ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une fonction dérivable ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée de la fonction f(x) = e^x ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée de la fonction f(x) = e^x ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Quelles sont les propriétés des nombres complexes ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Quelles sont les propriétés des nombres complexes ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du premier ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du premier ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment simplifier une expression avec des dérivées partielles ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment simplifier une expression avec des dérivées partielles ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une intégrale ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Qu'est-ce qu'une intégrale ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction composée ?;"{""subject"": ""maths"", ""topic"": ""derivatives""}";"""Comment calculer la dérivée d'une fonction composée ? ->: {""subject"": ""maths"", ""topic"": ""derivatives""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'un nombre complexe ?;"{""subject"": ""maths"", ""topic"": ""complex-numbers""}";"""Qu'est-ce qu'un nombre complexe ? ->: {""subject"": ""maths"", ""topic"": ""complex-numbers""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment résoudre une équation différentielle du premier ordre ?;"{""subject"": ""maths"", ""topic"": ""differentials""}";"""Comment résoudre une équation différentielle du premier ordre ? ->: {""subject"": ""maths"", ""topic"": ""differentials""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Qu'est-ce qu'une matrice inversible ?;"{""subject"": ""maths"", ""topic"": ""system-resolution""}";"""Qu'est-ce qu'une matrice inversible ? ->: {""subject"": ""maths"", ""topic"": ""system-resolution""}"""
Tu es un analyseur de données chargé d'aider les étudiants à trouver des ressources, répond au mieux en format JSON.;Comment calculer la dérivée d'une fonction trigonométrique ?;"{""subject"": ""maths"", ""topic"": ""functions""}";"""Comment calculer la dérivée d'une fonction trigonométrique ? ->: {""subject"": ""maths"", ""topic"": ""functions""}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Sur les nb complexes, pour calculer l’argument d’un nb réel et imaginaire pur, après avoir mis l’angle, on met [pi] ou [2pi]? Ex:  arg(2i)=pi/2 [pi] ou [2pi] ? Il me semble plus logique que se soit [2pi] mais je ne sais pas pourquoi,;"{""topic"": complex-numbers, ""subject"": maths}";"""Sur les nb complexes, pour calculer l’argument d’un nb réel et imaginaire pur, après avoir mis l’angle, on met [pi] ou [2pi]? Ex:  arg(2i)=pi/2 [pi] ou [2pi] ? Il me semble plus logique que se soit [2pi] mais je ne sais pas pourquoi, ->: {""topic"": complex-numbers, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Comment une fonction peut être injective et surjective en même temps sachant qu'une fonction injective associe (en très gros c'est ce que j'ai compris) un y à un x au max et qu'une surjective peut associer plusieurs y à un x ? Toute injective est surjective ?;"{""topic"": functions, ""subject"": maths}";"""Comment une fonction peut être injective et surjective en même temps sachant qu'une fonction injective associe (en très gros c'est ce que j'ai compris) un y à un x au max et qu'une surjective peut associer plusieurs y à un x ? Toute injective est surjective ? ->: {""topic"": functions, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Comment on résout un système ?;"{""topic"": system-resolution, ""subject"": maths}";"""Comment on résout un système ? ->: {""topic"": system-resolution, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Salut, je bloque sur une question en maths. Est-ce que quelqu’un pourrait m’aider svp. J’ai posé u(x)=(3x-7)^4 et v(x)=racine de 4x-3. Et après j’ai dérivé avec la formule uv=u’v+uv’ mais j’aboutis a quelque de bizarre.;"{""topic"": derivatives, ""subject"": maths}";"""Salut, je bloque sur une question en maths. Est-ce que quelqu’un pourrait m’aider svp. J’ai posé u(x)=(3x-7)^4 et v(x)=racine de 4x-3. Et après j’ai dérivé avec la formule uv=u’v+uv’ mais j’aboutis a quelque de bizarre. ->: {""topic"": derivatives, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;On est d'accord que (ln(kx))' avec k une constante ça donne k/x ?;"{""topic"": derivatives, ""subject"": maths}";"""On est d'accord que (ln(kx))' avec k une constante ça donne k/x ? ->: {""topic"": derivatives, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;"La négation de = c'est ""différent"" ?";"{""topic"": logic, ""subject"": maths}";"""La négation de = c'est ""différent"" ? ->: {""topic"": logic, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Si une fonction est continue elle est forcément surjective ?;"{""topic"": functions, ""subject"": maths}";"""Si une fonction est continue elle est forcément surjective ? ->: {""topic"": functions, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Du coup pour trouver un produit téléscopique, on doit définir une suite?;"{""topic"": series, ""subject"": maths}";"""Du coup pour trouver un produit téléscopique, on doit définir une suite? ->: {""topic"": series, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;tu connais la formule de pascal?;"{""topic"": analysis, ""subject"": maths}";"""tu connais la formule de pascal? ->: {""topic"": analysis, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Est ce possible que la derivée soit negative et que la fonction soit croissante?;"{""topic"": functions, ""subject"": maths}";"""Est ce possible que la derivée soit negative et que la fonction soit croissante? ->: {""topic"": functions, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Pendant que l'on y est, c'est quoi le domaine de dérivabilité de arcsin(x) et de arctan(x) ?;"{""topic"": functions, ""subject"": maths}";"""Pendant que l'on y est, c'est quoi le domaine de dérivabilité de arcsin(x) et de arctan(x) ? ->: {""topic"": functions, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Pourquoi arcsin(cos(x)) est dérivable sur ]0,pi[ alors que arccos(cos(x)) sur ]-1,0[U]0,1[ ?;"{""topic"": functions, ""subject"": maths}";"""Pourquoi arcsin(cos(x)) est dérivable sur ]0,pi[ alors que arccos(cos(x)) sur ]-1,0[U]0,1[ ? ->: {""topic"": functions, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;J'ai besoin d'aide pour resoudre ce systeme d'equation;"{""topic"": system-resolution, ""subject"": maths}";"""J'ai besoin d'aide pour resoudre ce systeme d'equation ->: {""topic"": system-resolution, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Y a pas qq'un qui peut m'aider a comprendre les noyau c'est trop complique ce truc.;"{""topic"": algebra, ""subject"": maths}";"""Y a pas qq'un qui peut m'aider a comprendre les noyau c'est trop complique ce truc. ->: {""topic"": algebra, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Qui peut m'expliquer comment on diagonaliser une matrice ?;"{""topic"": matrices, ""subject"": maths}";"""Qui peut m'expliquer comment on diagonaliser une matrice ? ->: {""topic"": matrices, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Je comprends rien a l'integration par partie!;"{""topic"": integrals, ""subject"": maths}";"""Je comprends rien a l'integration par partie! ->: {""topic"": integrals, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;C'est quoi le theoreme de Gauss ?;"{""topic"": algebra, ""subject"": maths}";"""C'est quoi le theoreme de Gauss ? ->: {""topic"": algebra, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;C'est quoi la demo pour dire qu'une matrice n'est pas inversible ?;"{""topic"": system-resolution, ""subject"": maths}";"""C'est quoi la demo pour dire qu'une matrice n'est pas inversible ? ->: {""topic"": system-resolution, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Tu peux m'aider pour les revision de Ma211 ?;"{""topic"": operations, ""subject"": maths}";"""Tu peux m'aider pour les revision de Ma211 ? ->: {""topic"": operations, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Est-ce qye quelqu'un a un cours d'optimisation differentiable ?;"{""topic"": optimization, ""subject"": maths}";"""Est-ce qye quelqu'un a un cours d'optimisation differentiable ? ->: {""topic"": optimization, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Je comprends r aux vecteurs propres et aux valeurs propres.;"{""topic"": matrices, ""subject"": maths}";"""Je comprends r aux vecteurs propres et aux valeurs propres. ->: {""topic"": matrices, ""subject"": maths}"""
Tu es un analyseur de données charge d'aider les étudiants à trouver des ressources répond au mieux en format JSON.;Je comprends pas pk il y a un - ici alors que dans la correction c'est un +. C'est moi je me suis trompé en dérivant ou c'est une erreur dans la correction ?;"{""topic"": derivatives, ""subject"": maths}";"""Je comprends pas pk il y a un - ici alors que dans la correction c'est un +. C'est moi je me suis trompé en dérivant ou c'est une erreur dans la correction ? ->: {""topic"": derivatives, ""subject"": maths}"""
